"","order","ngram","freq","prop"
"180",180,"of love and",5,0.384615384615385
"181",181,"of people have",3,0.111111111111111
"182",182,"the time the",3,0.0375
"183",183,"but in this",3,0.166666666666667
"184",184,"get at me",2,0.666666666666667
"185",185,"have you been",5,0.121951219512195
"186",186,"hope all is",4,1
"187",187,"is said to",2,0.666666666666667
"188",188,"any of you",4,0.222222222222222
"189",189,"as if it",5,0.192307692307692
"190",190,"was my very",2,0.25
"191",191,"see you at",6,0.109090909090909
"192",192,"the <> more",8,0.00269541778975741
"193",193,"with it that",2,0.0714285714285714
"194",194,"a about a",2,1
"195",195,"and to end",2,0.0408163265306122
"196",196,"to some music",2,0.285714285714286
"197",197,"have it in",2,0.153846153846154
"198",198,"one thing that",6,0.428571428571429
"199",199,"going on in",2,0.0645161290322581
"200",200,"out to you",3,0.0769230769230769
"201",201,"has said it",4,0.444444444444444
"202",202,"that to me",2,0.285714285714286
"203",203,"if i'm on",2,0.333333333333333
"204",204,"are there any",4,0.4
"205",205,"follow me <>",9,0.152542372881356
"206",206,"for me is",4,0.05
"207",207,"hey there <>",2,0.5
"208",208,"are you a",6,0.0545454545454545
"209",209,"for well over",2,0.666666666666667
"210",210,"us out at",2,0.4
"211",211,"will it be",2,0.5
"212",212,"of it all",3,0.0638297872340425
"213",213,"what were the",2,0.5
"214",214,"the year <>",7,0.212121212121212
"215",215,"but only if",2,0.5
"216",216,"<> or <>",85,0.351239669421488
"217",217,"love you and",6,0.0810810810810811
"218",218,"get it that",2,0.0666666666666667
"219",219,"they <> for",5,0.108695652173913
"220",220,"for you the",2,0.0263157894736842
"221",221,"its all good",3,0.5
"222",222,"you start with",2,0.5
"223",223,"for about two",2,0.166666666666667
"224",224,"was not the",5,0.151515151515152
"225",225,"can't wait to",32,0.571428571428571
"226",226,"for the rt",13,0.0200308166409861
"227",227,"it on this",3,0.125
"228",228,"if not <>",4,0.307692307692308
"229",229,"with what the",2,0.25
"230",230,"i <> my",7,0.0440251572327044
"231",231,"and be happy",2,0.0952380952380952
"232",232,"and make you",4,0.173913043478261
"233",233,"is we are",3,0.5
"234",234,"believe in you",2,0.142857142857143
"235",235,"where is the",4,0.4
"236",236,"you that you",4,0.285714285714286
"237",237,"know what to",9,0.166666666666667
"238",238,"have not been",4,0.333333333333333
"239",239,"with me on",4,0.102564102564103
"240",240,"here are some",7,0.411764705882353
"241",241,"that which we",2,0.4
"242",242,"and here i",2,0.4
"243",243,"the one who",7,0.166666666666667
"244",244,"part is i",2,1
"245",245,"<> such as",17,0.62962962962963
"246",246,"the i love",2,0.333333333333333
"247",247,"i take in",2,0.25
"248",248,"for or against",2,1
"249",249,"at am and",2,0.5
"250",250,"could <> the",3,0.25
"251",251,"in front of",27,0.870967741935484
"252",252,"the day my",2,0.0235294117647059
"253",253,"are on our",3,0.3
"254",254,"has his or",2,0.5
"255",255,"what are we",4,0.148148148148148
"256",256,"the great work",3,0.136363636363636
"257",257,"never been to",5,0.416666666666667
"258",258,"have that kind",3,0.6
"259",259,"with which i",2,0.5
"260",260,"get what you",4,0.8
"261",261,"go to the",28,0.28
"262",262,"and on that",2,0.142857142857143
"263",263,"i'm with you",4,0.8
"264",264,"two to three",2,0.333333333333333
"265",265,"to this day",2,0.0444444444444444
"266",266,"not <> any",3,0.0319148936170213
"267",267,"in two to",2,0.222222222222222
"268",268,"to all who",4,0.0869565217391304
"269",269,"the more they",2,0.0952380952380952
"270",270,"work for you",5,0.357142857142857
"271",271,"is <> the",16,0.0535117056856187
"272",272,"now on to",2,0.222222222222222
"273",273,"would you like",6,0.25
"274",274,"that are as",2,0.05
"275",275,"at you and",2,0.222222222222222
"276",276,"the need for",3,0.75
"277",277,"as to whether",5,0.294117647058824
"278",278,"like that but",2,0.0476190476190476
"279",279,"work that day",2,0.666666666666667
"280",280,"me that this",3,0.12
"281",281,"i <> him",3,0.0188679245283019
"282",282,"it out i",3,0.0833333333333333
"283",283,"i want <>",7,0.0823529411764706
"284",284,"and so is",2,0.08
"285",285,"my first <>",8,0.347826086956522
"286",286,"so when are",2,0.181818181818182
"287",287,"and is only",2,0.0740740740740741
"288",288,"more you <>",2,0.5
"289",289,"at that time",3,0.375
"290",290,"much of that",3,0.157894736842105
"291",291,"to you love",2,0.0357142857142857
"292",292,"and which of",2,1
"293",293,"over and over",2,0.333333333333333
"294",294,"that is because",3,0.032967032967033
"295",295,"at times to",2,0.181818181818182
"296",296,"of this school",4,0.0571428571428571
"297",297,"so did the",2,0.4
"298",298,"we know that",6,0.461538461538462
"299",299,"are with you",2,0.666666666666667
"300",300,"in which the",2,0.0666666666666667
"301",301,"about you when",2,0.133333333333333
"302",302,"the better this",2,0.2
"303",303,"of you all",3,0.0638297872340425
"304",304,"see it as",3,0.125
"305",305,"can be <>",17,0.215189873417722
"306",306,"know how to",10,0.384615384615385
"307",307,"from may to",3,0.75
"308",308,"at some of",3,0.5
"309",309,"it all in",2,0.0689655172413793
"310",310,"<> so it",6,0.058252427184466
"311",311,"will all work",2,0.5
"312",312,"thanks for the",95,0.524861878453039
"313",313,"would it be",4,1
"314",314,"when he <>",11,0.234042553191489
"315",315,"the love of",7,0.368421052631579
"316",316,"for it and",4,0.129032258064516
"317",317,"are you going",9,0.0818181818181818
"318",318,"on to them",2,0.08
"319",319,"i lost the",4,0.444444444444444
"320",320,"the little things",5,0.3125
"321",321,"not at all",3,0.333333333333333
"322",322,"in all its",2,0.125
"323",323,"in with the",4,0.307692307692308
"324",324,"in case you",4,0.333333333333333
"325",325,"on each of",2,0.4
"326",326,"can i get",7,0.304347826086957
"327",327,"by <> the",9,0.0466321243523316
"328",328,"of it i",3,0.0638297872340425
"329",329,"but once the",3,0.75
"330",330,"that even with",2,0.25
"331",331,"all the time",16,0.10958904109589
"332",332,"job is to",2,0.4
"333",333,"i see <>",5,0.172413793103448
"334",334,"we <> it",3,0.0857142857142857
"335",335,"all we really",2,0.5
"336",336,"those of you",2,0.285714285714286
"337",337,"to have you",9,0.0818181818181818
"338",338,"in <> going",2,0.00363636363636364
"339",339,"have in your",2,0.222222222222222
"340",340,"life is to",3,0.15
"341",341,"he still has",2,0.666666666666667
"342",342,"at it and",3,0.1875
"343",343,"to do with",16,0.10062893081761
"344",344,"people will just",2,0.333333333333333
"345",345,"to several of",2,0.666666666666667
"346",346,"are out and",3,0.333333333333333
"347",347,"to <> those",6,0.00681818181818182
"348",348,"of why the",2,1
"349",349,"the things you",3,0.136363636363636
"350",350,"made up of",2,0.333333333333333
"351",351,"not all of",5,0.384615384615385
"352",352,"to school so",3,0.25
"353",353,"for them to",7,0.304347826086957
"354",354,"it's just the",2,0.111111111111111
"355",355,"is it the",3,0.0441176470588235
"356",356,"thank you for",41,0.301470588235294
"357",357,"<> i love",16,0.0463768115942029
"358",358,"so as to",3,1
"359",359,"go to <>",17,0.17
"360",360,"least one <>",3,0.272727272727273
"361",361,"we all have",5,0.263157894736842
"362",362,"get up and",5,0.384615384615385
"363",363,"said he and",3,0.0588235294117647
"364",364,"on <> the",8,0.0304182509505703
"365",365,"of making a",3,0.5
"366",366,"of we can't",2,1
"367",367,"were all <>",3,0.75
"368",368,"you to all",3,0.0517241379310345
"369",369,"when will we",2,0.333333333333333
"370",370,"<> is doing",6,0.0119284294234592
"371",371,"see you there",8,0.145454545454545
"372",372,"come up with",11,0.6875
"373",373,"the way the",4,0.0540540540540541
"374",374,"to me is",2,0.0266666666666667
"375",375,"my very first",2,0.666666666666667
"376",376,"and <> the",41,0.0344827586206897
"377",377,"he even <>",2,0.4
"378",378,"for that same",2,0.0645161290322581
"379",379,"not have had",4,0.173913043478261
"380",380,"shit i <>",2,0.333333333333333
"381",381,"see how the",4,0.210526315789474
"382",382,"will <> at",4,0.0952380952380952
"383",383,"on to a",2,0.08
"384",384,"i made for",3,0.166666666666667
"385",385,"up early to",2,0.5
"386",386,"someone <> your",2,0.4
"387",387,"can't think of",2,1
"388",388,"really want is",3,0.230769230769231
"389",389,"get me a",3,0.230769230769231
"390",390,"when are you",3,0.75
"391",391,"do with the",7,0.35
"392",392,"i be <>",4,0.444444444444444
"393",393,"and of course",7,0.583333333333333
"394",394,"in so that",2,0.2
"395",395,"a right to",3,0.6
"396",396,"to just enjoy",2,0.25
"397",397,"many of you",5,0.147058823529412
"398",398,"i think <>",13,0.0710382513661202
"399",399,"fun of it",3,0.5
"400",400,"this school i",3,0.6
"401",401,"do it for",3,0.0545454545454545
"402",402,"we play <>",2,0.5
"403",403,"party of no",2,0.666666666666667
"404",404,"it's all about",5,0.357142857142857
"405",405,"is there not",2,0.0909090909090909
"406",406,"all is good",2,0.25
"407",407,"of <> the",16,0.0163098878695209
"408",408,"or just the",2,0.25
"409",409,"help you with",2,0.125
"410",410,"in <> want",2,0.00363636363636364
"411",411,"know of any",2,0.4
"412",412,"i now get",2,0.5
"413",413,"a week the",2,0.0625
"414",414,"to one day",2,0.153846153846154
"415",415,"they did and",2,0.142857142857143
"416",416,"as though you",2,0.285714285714286
"417",417,"be sure to",10,0.833333333333333
"418",418,"these are the",4,0.2
"419",419,"left and right",3,0.75
"420",420,"with both the",2,0.4
"421",421,"didn't <> me",2,0.285714285714286
"422",422,"do have the",2,0.222222222222222
"423",423,"want is that",2,0.5
"424",424,"that being said",2,0.666666666666667
"425",425,"for me to",11,0.1375
"426",426,"me <> some",2,0.0363636363636364
"427",427,"it if there",2,0.181818181818182
"428",428,"put that on",2,0.666666666666667
"429",429,"me as being",2,0.222222222222222
"430",430,"that's just the",2,0.222222222222222
"431",431,"get it i",2,0.0666666666666667
"432",432,"<> it up",5,0.0284090909090909
"433",433,"u think of",2,0.5
"434",434,"that i now",2,0.0143884892086331
"435",435,"answer to that",2,0.4
"436",436,"to old to",2,0.666666666666667
"437",437,"she is <>",8,0.186046511627907
"438",438,"that no one",5,0.555555555555556
"439",439,"of you who",2,0.0425531914893617
"440",440,"business <> <>",5,0.714285714285714
"441",441,"when i'm in",2,0.153846153846154
"442",442,"but also to",2,0.125
"443",443,"to let go",3,0.15
"444",444,"be one way",2,0.2
"445",445,"let it <>",3,0.3
"446",446,"<> one time",2,0.0512820512820513
"447",447,"a night out",2,0.2
"448",448,"i <> one",2,0.0125786163522013
"449",449,"so <> the",5,0.0588235294117647
"450",450,"sent it to",3,0.6
"451",451,"what is this",3,0.0588235294117647
"452",452,"this is a",33,0.191860465116279
"453",453,"on you and",2,0.181818181818182
"454",454,"<> the life",3,0.00348837209302326
"455",455,"you you <>",2,0.181818181818182
"456",456,"get this over",2,0.285714285714286
"457",457,"at first i",3,0.166666666666667
"458",458,"you and me",2,0.0425531914893617
"459",459,"it coming <>",2,0.666666666666667
"460",460,"and doing well",2,0.666666666666667
"461",461,"this <> me",4,0.0336134453781513
"462",462,"little or no",3,1
"463",463,"feel free to",6,1
"464",464,"for it to",3,0.0967741935483871
"465",465,"could do was",2,0.333333333333333
"466",466,"<> best new",2,0.2
"467",467,"we love <>",4,0.210526315789474
"468",468,"people <> in",4,0.181818181818182
"469",469,"welcome back <>",2,0.5
"470",470,"his or its",2,0.4
"471",471,"you're the one",2,0.5
"472",472,"at <> this",5,0.0172413793103448
"473",473,"it and i'm",3,0.0508474576271186
"474",474,"that you love",4,0.0571428571428571
"475",475,"so that they",6,0.171428571428571
"476",476,"right back at",5,0.625
"477",477,"but not the",4,0.0952380952380952
"478",478,"know when to",2,0.153846153846154
"479",479,"the <> some",6,0.00202156334231806
"480",480,"never be as",2,0.285714285714286
"481",481,"at it but",2,0.125
"482",482,"<> <> give",5,0.000974848898420745
"483",483,"are like <>",4,0.666666666666667
"484",484,"why is it",4,0.25
"485",485,"that are in",3,0.075
"486",486,"this over with",2,1
"487",487,"got one at",2,0.5
"488",488,"a guy you",2,0.166666666666667
"489",489,"but in an",2,0.111111111111111
"490",490,"the things that",10,0.454545454545455
"491",491,"was about but",2,0.181818181818182
"492",492,"and in some",2,0.0434782608695652
"493",493,"he <> his",7,0.0648148148148148
"494",494,"as if to",2,0.0769230769230769
"495",495,"what it is",10,0.434782608695652
"496",496,"those are the",3,0.3
"497",497,"day for it",2,0.125
"498",498,"in what is",2,0.333333333333333
"499",499,"for now it's",3,0.25
"500",500,"<> it into",4,0.0227272727272727
"501",501,"get out of",15,0.555555555555556
"502",502,"to them i",2,0.125
"503",503,"<> i think",15,0.0434782608695652
"504",504,"can say in",2,0.25
"505",505,"happy for you",3,0.5
"506",506,"said that about",2,0.0526315789473684
"507",507,"for you i",3,0.0394736842105263
"508",508,"i <> a",9,0.0566037735849057
"509",509,"giving me <>",3,0.428571428571429
"510",510,"and we the",2,0.0377358490566038
"511",511,"<> great to",3,0.1875
"512",512,"two things i",3,0.75
"513",513,"it <> us",2,0.0144927536231884
"514",514,"me why is",2,0.285714285714286
"515",515,"what to do",13,0.590909090909091
"516",516,"three and a",2,0.666666666666667
"517",517,"<> oh my",6,0.285714285714286
"518",518,"<> good thing",2,0.08
"519",519,"you be in",2,0.133333333333333
"520",520,"don't <> me",3,0.107142857142857
"521",521,"had me in",2,0.5
"522",522,"and why he",2,0.285714285714286
"523",523,"of having my",2,0.181818181818182
"524",524,"it off with",2,0.2
"525",525,"most of the",19,0.463414634146341
"526",526,"and used as",2,0.5
"527",527,"year and for",2,0.0869565217391304
"528",528,"<> know about",2,0.181818181818182
"529",529,"on for a",2,0.333333333333333
"530",530,"up to one",3,0.0357142857142857
"531",531,"over the years",12,0.113207547169811
"532",532,"don't get <>",3,0.1875
"533",533,"it to her",2,0.0487804878048781
"534",534,"be as great",2,0.2
"535",535,"for both the",2,0.5
"536",536,"hard time <>",2,0.666666666666667
"537",537,"on time and",3,0.6
"538",538,"in <> my",3,0.00545454545454545
"539",539,"in all things",2,0.125
"540",540,"<> me if",4,0.0425531914893617
"541",541,"love it if",3,0.09375
"542",542,"got that right",2,0.25
"543",543,"in that game",2,0.0555555555555556
"544",544,"it's all a",2,0.142857142857143
"545",545,"<> take on",4,0.307692307692308
"546",546,"<> him in",5,0.217391304347826
"547",547,"is it time",2,0.0294117647058824
"548",548,"but that doesn't",4,0.222222222222222
"549",549,"is good for",4,0.181818181818182
"550",550,"on some of",3,0.428571428571429
"551",551,"it at my",2,0.2
"552",552,"with you today",2,0.0384615384615385
"553",553,"what was that",2,0.0769230769230769
"554",554,"was it a",2,0.133333333333333
"555",555,"oh and by",2,0.125
"556",556,"every time the",2,0.0909090909090909
"557",557,"we <> out",2,0.0571428571428571
"558",558,"work with i",2,0.105263157894737
"559",559,"when it comes",25,0.510204081632653
"560",560,"it that we",2,0.125
"561",561,"ask how a",2,1
"562",562,"people like you",2,0.25
"563",563,"had done <>",3,0.5
"564",564,"so much for",16,0.16
"565",565,"<> i'm good",2,0.0425531914893617
"566",566,"family and friends",8,0.5
"567",567,"is still a",5,0.238095238095238
"568",568,"a really great",2,0.142857142857143
"569",569,"in a for",2,0.00542005420054201
"570",570,"fans and for",2,0.5
"571",571,"that way my",2,0.133333333333333
"572",572,"because they <>",4,0.173913043478261
"573",573,"got <> watching",2,0.0909090909090909
"574",574,"she <> the",5,0.0980392156862745
"575",575,"now its a",2,0.285714285714286
"576",576,"my <> not",3,0.00980392156862745
"577",577,"man and i",3,0.75
"578",578,"more of a",5,0.263157894736842
"579",579,"is always a",5,0.294117647058824
"580",580,"you have for",3,0.0220588235294118
"581",581,"of times he",2,0.5
"582",582,"good to know",5,0.238095238095238
"583",583,"could be <>",9,0.160714285714286
"584",584,"i sure am",2,0.333333333333333
"585",585,"even <> me",2,0.117647058823529
"586",586,"<> i want",7,0.0202898550724638
"587",587,"the day the",2,0.0235294117647059
"588",588,"<> night at",3,0.333333333333333
"589",589,"i believe is",2,0.0909090909090909
"590",590,"and the other",11,0.0305555555555556
"591",591,"know is <>",2,0.4
"592",592,"were not the",2,0.142857142857143
"593",593,"feel good and",2,0.285714285714286
"594",594,"right <> my",2,0.133333333333333
"595",595,"can come and",2,0.2
"596",596,"you that is",2,0.142857142857143
"597",597,"say nothing of",2,0.666666666666667
"598",598,"can <> some",2,0.0425531914893617
"599",599,"let alone the",4,0.666666666666667
"600",600,"anyone know of",2,0.222222222222222
"601",601,"would <> up",2,0.0689655172413793
"602",602,"i like your",4,0.111111111111111
"603",603,"will he come",2,0.5
"604",604,"it's time to",13,0.764705882352941
"605",605,"and get your",3,0.107142857142857
"606",606,"to me that",7,0.0933333333333333
"607",607,"this is my",6,0.0348837209302326
"608",608,"here and there",5,0.277777777777778
"609",609,"just like we",3,0.15
"610",610,"if <> didn't",2,0.0625
"611",611,"didn't know <>",2,0.117647058823529
"612",612,"rt today in",2,1
"613",613,"she just <>",2,0.5
"614",614,"said <> a",6,0.0666666666666667
"615",615,"of <> say",2,0.00203873598369011
"616",616,"was especially <>",4,0.8
"617",617,"this was it",2,0.0625
"618",618,"and for that",2,0.0555555555555556
"619",619,"make up for",3,0.375
"620",620,"make up the",2,0.25
"621",621,"say <> the",2,0.133333333333333
"622",622,"some of the",24,0.342857142857143
"623",623,"really <> me",2,0.117647058823529
"624",624,"we only <>",2,0.4
"625",625,"is all i",2,0.133333333333333
"626",626,"and also i'm",2,0.133333333333333
"627",627,"me out of",3,0.214285714285714
"628",628,"want me to",4,0.8
"629",629,"may <> the",3,0.230769230769231
"630",630,"can't help but",5,0.833333333333333
"631",631,"more from their",2,0.4
"632",632,"can i be",2,0.0869565217391304
"633",633,"where you at",2,0.142857142857143
"634",634,"go on to",2,0.1
"635",635,"reason than to",2,0.666666666666667
"636",636,"got time for",3,1
"637",637,"at its best",3,0.333333333333333
"638",638,"from some of",3,0.6
"639",639,"not even a",3,0.1875
"640",640,"as for the",3,0.428571428571429
"641",641,"but some of",2,0.666666666666667
"642",642,"and i are",10,0.0416666666666667
"643",643,"what it's like",2,0.4
"644",644,"the one about",2,0.0476190476190476
"645",645,"<> not only",5,0.0862068965517241
"646",646,"find it in",2,0.25
"647",647,"hate it when",5,0.833333333333333
"648",648,"just in case",4,0.333333333333333
"649",649,"are people like",2,0.333333333333333
"650",650,"but not all",4,0.0952380952380952
"651",651,"i have no",16,0.0575539568345324
"652",652,"<> long ago",2,0.2
"653",653,"they don't <>",3,0.142857142857143
"654",654,"me on this",3,0.130434782608696
"655",655,"with you next",2,0.0384615384615385
"656",656,"<> put together",2,0.222222222222222
"657",657,"on may and",2,0.333333333333333
"658",658,"would he be",2,1
"659",659,"us <> a",2,0.0769230769230769
"660",660,"the bad guys",3,0.428571428571429
"661",661,"you got that",3,0.142857142857143
"662",662,"is <> can",2,0.00668896321070234
"663",663,"i plan on",3,0.428571428571429
"664",664,"are <> with",8,0.0516129032258065
"665",665,"took office the",2,0.5
"666",666,"and do the",2,0.142857142857143
"667",667,"like him they",2,0.4
"668",668,"is good but",2,0.0909090909090909
"669",669,"<> times to",2,0.333333333333333
"670",670,"the home was",3,0.428571428571429
"671",671,"show me the",2,0.4
"672",672,"when do we",2,0.666666666666667
"673",673,"rt oh <>",2,0.666666666666667
"674",674,"are about to",3,0.428571428571429
"675",675,"is <> an",5,0.0167224080267559
"676",676,"make my day",5,0.3125
"677",677,"what's <> my",2,0.666666666666667
"678",678,"it when people",2,0.166666666666667
"679",679,"into it if",2,0.25
"680",680,"that is all",2,0.021978021978022
"681",681,"and <> both",4,0.00336417157275021
"682",682,"<> the start",3,0.00348837209302326
"683",683,"to you about",2,0.0357142857142857
"684",684,"in a more",3,0.00813008130081301
"685",685,"tweet was for",2,0.5
"686",686,"should not have",3,0.5
"687",687,"know this because",2,0.285714285714286
"688",688,"tell you the",2,0.0740740740740741
"689",689,"that the <>",42,0.270967741935484
"690",690,"everyone has a",8,0.888888888888889
"691",691,"or anything like",4,0.666666666666667
"692",692,"the <> family",8,0.00269541778975741
"693",693,"by being there",2,0.5
"694",694,"of the day",24,0.0202874049027895
"695",695,"<> i know",11,0.0318840579710145
"696",696,"don't be so",2,0.25
"697",697,"and do what",2,0.142857142857143
"698",698,"with this and",2,0.117647058823529
"699",699,"what would it",2,0.142857142857143
"700",700,"she is on",3,0.0697674418604651
"701",701,"is when i'm",2,0.25
"702",702,"my week in",2,0.666666666666667
"703",703,"and place on",2,0.5
"704",704,"just north of",3,1
"705",705,"they did at",2,0.142857142857143
"706",706,"want <> back",2,0.166666666666667
"707",707,"next year <>",3,0.142857142857143
"708",708,"people there to",2,1
"709",709,"love for his",2,0.222222222222222
"710",710,"and help make",2,0.333333333333333
"711",711,"<> tell us",2,0.5
"712",712,"in <> it",5,0.00909090909090909
"713",713,"is made of",2,0.25
"714",714,"like i said",3,0.107142857142857
"715",715,"the fact that",25,0.757575757575758
"716",716,"for her to",3,0.0882352941176471
"717",717,"once and for",2,0.333333333333333
"718",718,"my <> my",5,0.0163398692810458
"719",719,"i <> up",5,0.0314465408805031
"720",720,"little too <>",2,0.5
"721",721,"<> first ever",2,0.133333333333333
"722",722,"for that matter",3,0.0967741935483871
